scrape_datetime,jk,job_title,company,job_location,post_datetime,job_description
2017-12-14 09:04:30.136006,980e027250f6c105,Sales / Business Developer - Sales Manager,WHub,Hong Kong,30+ days ago,"Full time


Hong Kong


Sales / Business Developer


starting date : 2018-01-01


AlikeAudience can not provide a visa.


Description


//Intro:


We're looking for a Sales Manager. You will represent AlikeAudience to continue pursue market adoption of data-driven marketing and programmatic solutions. Day-to-day works include driving new sales of AlikeAudience's audience intelligence solution in APAC.


//What we are solving:


Data-driven marketing in APAC is growing significantly in 2016, when data-driven marketers deliver the right message to the right end user in a right time on a right device. There is no digital strategy but your strategy in the digital world. With AlikeAudience’s Mobile Audience Intelligence Platform, we onboard billions of daily mobile activities across data providers and data sources, build user segments by interests, demographics, behaviors, purchase intent and locations, and make them available to marketers across marketing clouds and programmatic platforms (E.g. DSP). Our vision is to connect marketers to valuable mobile audiences with diversity, transparency, and effectiveness.


//Why AlikeAudience:


Joining AlikeAudience provides candidates an opportunity to work with a team of startup entrepreneurs, digital visionaries, data scientists and engineers form UC Berkeley, Princeton University, Columbia University, HKUST, and HK Polytechnic University. We are a fast growing company with seed investment by angels and pioneers in AdTech, and Plug and Play Ventures, a leading accelerator in Silicon Valley. We operate in a lean startup fashion providing flexible working hours, home office policy, and year-round free access to gym, pool, and yoga classes.


Alibaba Entrepreneurs Fund has selected AlikeAudience the Top 3 Big Data | AI Startup in Jumpstarter Competition.


We are the official data partners of Google DoubleClick and The Trade Desk.


//Responsibilities:


 • Communicate the value of AlikeAudience audience solutions by demonstrations of how our target segments empower programmatic media buy

• Drive relationships with decision-makers across media agencies, trade desks, and brand marketers

• Develop and close new media agency leads in APAC to use our audience solutions

• Respond to RPF’s from programmatic media buyers, and prepare customised proposals that help maximise campaign performance

• Actively provide data usage analysis and build audience data use cases to help increase market adoption

• Execute on a strategic plan to achieve revenue goals

• Identify competitive edges in fast-changing programmatic landscape

• Proactively share customer insights with our product team to help shape AlikeAudience


//Qualifications:


• Bachelor’s Degree

• 2+ years of Sales or Account Management experience in digital marketing

• Strong relationship with direct end-clients (marketers) and media agencies

• Proven track record of exceeding KPIs

• Solid story-telling and presentation skills

• Basic knowledge with media buying portal (Google DBM, The Trade Desk), and programmatic solutions (PMP, Open Exchange)

• Experience with targeting audience datasets and media planning related data products

• Demonstrated self-motivation to tackle new clients or overseas business opportunities

• Work in a fast-paced, energetic, and flexible startup environment, with a talented, diverse, and forward-thinking team


Salary

Salary range / month : HK$ 20k-40k


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Compensation


Flexible hours


Flexible location


Compensation35


Created on: 2017/11/12


about AlikeAudience"
2017-12-14 09:04:30.343538,0252841c60772182,Senior Software Engineer @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.You'll work with product and UI designers to build a user friendly modern webapp .Responsibilities:Implement UIs using clean and robust HTML , CSS , and javaScript on a modern tech stack (Vue.js).Work with a great team to quickly iterate on product design and feature developmentRequirements:Expertise in HTML and CSS, including pre-processors and frameworks. (Sass, postCSS, bootstrap, etc)Experience programming with Javascript and modern frameworks (Vue, React, Angular)Strong attention to detail, prides themselves on delivering polished UIsProficient with build tools and navigating the NodeJS ecosystem (Webpack, gulp, npm, etc)Knowledge of JS testing frameworks like Jasmine and JUnitGreat team player - can work on agile teams and communicate effectively with designers and other team members!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:30.479855,ae58dcb55ad6df5b,Digital Solution Analytics Manager,Aspire HK,Hong Kong,30+ days ago,"We are looking for a hybrid profile: Business consultancy / Data scientist.

Our client is one of the most recognized Digital/data transformation management consultancy organization worldwide. They offer very comprehensive solutions from process to strategy , to delivery and finally execution; on large scale projects with big MNC's.

They are looking for a Digital Solution Analytics Manager to join their Digital & Data consultancy arm focused on Greater China, essentially an experienced Data scientist with business consultancy skills.

Day to Day:
Work closely with cross industry clients,
Solve their problems with analytical tools - provide solutions,
Implement a new framework with Digital & Data transformation,
Manage a team of Data science consultants,
More. (Knewly set up team)

Requirements:
Expert in machine learning implementation (Actual hands on experience),
Required experience in Big Data,
Background in computer science / statistics,
3 to 5 years of experience in project management leading onshore/offshore teams,
3 to 5 years of experience with Data modeling, data science,
Capability to bring an impact to businesses with data, ability to communicate your insights in a clear manner,
Tools: Hadoop, python, SAS,
Mandarin is a must + Good English,
If no Mandarin skills you will be considered for other roles.

They offer an attractive package, the work environment is amazing - If you wish to know more, contact Melvin directly on 3695 5056."
2017-12-14 09:04:31.365825,fbda3d4124099363,Mobile App Developer,Luxe Surveyor LTD,Hong Kong Island,6 days ago,"Luxe Surveyor Ltd comprises an exceptional digital tool: Luxe Observer™. The Voice of Precious Individuals. The unique community of aficionados in the luxury world, the exclusive companion of de luxe journeys.For the mobile application developer role, we’re looking for someone who is talented in mobile development and eager to put the best practices to work. If you have an keen eye for details and appreciate what it takes to create a rock solid product, we offer competitive salary and benefit packages with potential of early equity participation.Office space ideally located near Wong Chuk Hang MTR station full stock pantry. Team of fun and young developer and data scientist!What you’ll be doing:Work with the team to design and implement well tested Android and/or iOS app with top-notch UXContinuous learning the latest and greatest mobile technology and industry best practicesMonitor analytics and error reports from day to dayWhat we’re looking for:1~2 years of Android and/or iOS development experienceExperience in Java and/or Swift codingExperience in functional reactive programming is a big plusExcellent teamwork and communication skillsWhat you will get:Competitive salary and benefit packagesExposure to the latest software technologiesFlexible working environment with full stock pantryYoung and energetic work environmentJob Type: Full-time"
2017-12-14 09:04:31.503509,8cc39f41bf6fd3f2,HR / Legal - Senior Recruiter,WHub,Hong Kong,30+ days ago,"Full time


Hong Kong


HR / Legal


starting date : 2017-11-06


Terminal 1 might be able to provide a visa.


Description


Most recruiters hate the internal tools they have to use. We know, because we work as contingency recruiters! We’re a group of technologists who thought recruitment was so important that we decided to become headhunters to thoroughly learn the space.


If we (technologists) work together with you (recruitment expert), we believe we can build tools that recruiters love to use. Every quarter, we target the area in recruitment that is most painful and manual and help automate it. Through this way of working, we hope to reach ever higher levels of automation and build truly valuable tools for recruiters.


About us:
We have been working on Terminal 1 for a year and grown to 5 full-time product designers, data scientists, and software engineers. Engineering from SV / companies like LinkedIn and Yandex.
We all work on both product and contingent recruitment for clients. We are generally profitable/break-even every quarter.
We have a rich client base that grows rapidly (~1-2 new clients per month like clockwork.) Some of them work exclusively with us.
We believe it’s time to hire our first pure recruiter to help bring our recruitment to the next level and free some of us to work more on product development.


About you:
Frustrated by current state of tools for external recruiters. Keen interest in technology, constant source of smart (and practical) ideas on tools that can help you place faster and at higher quality.
Proven ability in contingent recruitment, having billings exceeding HK$ 1.6m in any 12 month period. While you're comfortable operating a 360° desk, we usually need more help with candidate flow than clients.
Lots of intellectual horsepower and happy to fill a variety of roles in an early stage startup. Your duties might range from placing candidates to writing product spec to creating an attractive commission scheme for junior recruiters.
Imagine: instead of being frustrated at the state of tooling in your company, what if there was a group of talented technologists at your beck and call, working to help you succeed?


If you’re looking to be the most important person in your next company, please create a profile and contact us as soon as possible!


Salary

Equity part is negotiable.


Salary range / month : HK$ 20k-40k


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Compensation


Flexible hours


Flexible location


Flexible Role and Responsability20


Created on: 2017/11/03


about Terminal 1"
2017-12-14 09:04:31.608916,78c0f3fc35e63e1c,Chief Data Scientist,Mainstay Asia,Hong Kong,30+ days ago,"Job Type

Permanent


Category

Technology & Business Transformation


Description
The Chief Data Scientist position is a newly created role within a privately-held organisation working in the logistics and commodities industries. The company operates several integrated businesses globally within these areas. It combines strong operational capability with the tools to help customers manage their risk and cost.


Responsibilities


The Chief Data Scientist will be responsible for introducing Data Science and Artificial Intelligence (A.I./Machine Learning) into the organisation.He/She will be working with the Executive Management team to assist them to meet their business objectives through the optimizing of operations, providing actionable business insights and predictive analysis.


This is an outstanding opportunity for you to contribute to growing and entrepreneurial business in creative and meaningful ways. This ‘greenfield’ role will allow you to apply complex analytics to large data sets, using innovative tooling in order to bring tangible results to real-world business problems.

Evaluate the organization’s current structured and unstructured data sources for completeness, uniqueness, timeliness, validity, accuracy and consistency.
Creating a roadmap for enhancing the collection of data, establishing a data management strategy and setting data standards/governance.
To work with the Executive Management team to understand their drivers, KPIs and SWOTs.
Identify data science techniques, tools and applications that can provide detailed operational and predictive insights into relevant business areas.
Working with the CTO to ensure the data structures and IT system architectures are optimized for access, cleansing, verification and analysis.
To present a business case clearly articulating the development path and key milestones of the Data Science function within the Group.
Requirements:

Strong technical analysis skills supported by a Master’s degree and potentially a PhD (Math or Statistics based is preferred).
Experience of data base technologies (SQL), programming frameworks, development languages (python, R), prototyping and data visualization tools.
Commercial experience of introducing AI/Machine Learning into an enterprise.
Worked post-educationally for circa 10 years to include commercial/industrial (non-Finance) Multi-National Companies.
The business acumen to understand what key business insights will add most value to current and future operations.
The ability to communicate in English with the Executive management team in a manner that is succinct, relevant and engaging for a business audience.
To be pragmatic in terms of the pace and appetite of the business for change.
To Apply:


Should you meet the above requirements, please email your CV to peterudall@mainstayasia.com with ‘Chief Data Scientist’ in the subject.


Personal data collected will be used for recruitment purposes only and in accordance with our Data Policy Statement (“Privacy Statement”)."
2017-12-14 09:04:31.729670,91942adc42f2a909,Frontend Developer @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.You'll work with product and UI designers to build a user friendly modern webapp.Implement UIs using clean and robust HTML , CSS , and javaScript on a modern tech stack (Vue.js).Work with a great team to quickly iterate on product design and feature developmentHard Requirements:Expertise in HTML and CSS, including pre-processors and frameworks. (Sass, postCSS, bootstrap, etc)Experience programming with Javascript and modern frameworks (Vue, React, Angular)Proficient with build tools and navigating the NodeJS ecosystem (Webpack, gulp, npm, etc)Knowledge of JS testing frameworks like Jasmine and JUnitSoft Requirements:Strong attention to detail, prides themselves on delivering polished UIsGreat team player - can work on agile teams and communicate effectively with designers and other team members!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:31.862086,ba944ec985a77fdc,Backend Developer @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.Our ideal candidate has worked in fast moving teams that have built APIs used by real customers at scale.Requirements:Experience designing, building and deploying large-scale distributed systemsOptional but preferred: Experience with microservice architecture and designing easy to use APIsStrongly care for code quality and performancePride yourself on monitoring, documentation and proper test coverageTeam player with good communication skills ; learns from othersProgramming language choice is not as important but let us know which languages you have usedOur Values:We look for team players and strong communicatorsPositive attitude and good cultural fitFluency in English - you're going to be in an international and global team!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:31.987010,8d763f003ee1dc0b,Principal Recruiting Director @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!Important : If this is too junior or not the right role for you, but you like what we're doing, please get in touch with us. We can create roles for the right candidate.Most recruiters hate the internal tools they have to use. We know, because we work as contingency recruiters! We’re a group of technologists who thought recruitment was so important that we decided to become headhunters to thoroughly learn the space.If we (technologists) work together with you (recruitment expert), we believe we can build tools that recruiters love to use. Every quarter, we target the area in recruitment that is most painful and manual and help automate it. Through this way of working, we hope to reach ever higher levels of automation and build truly valuable tools for recruiters.About us: We have been working on Terminal 1 for a year and grown to 5 full-time product designers, data scientists, and software engineers. Engineering from SV / companies like LinkedIn and Yandex.We all work on both product and contingent recruitment for clients. We are generally profitable/break-even every quarter.We have a rich client base that grows rapidly (~1-2 new clients per month like clockwork.) Some of them work exclusively with us.We believe it’s time to hire our first pure recruiter to help bring our recruitment to the next level and free some of us to work more on product development.About you: Frustrated by current state of tools for external recruiters. Keen interest in technology, constant source of smart (and practical) ideas on tools that can help you place faster and at higher quality.Proven ability in contingent recruitment, having billings exceeding HK$ 1.6m in any 12 month period. While you're comfortable operating a 360° desk, we usually need more help with candidate flow than clients.Lots of intellectual horsepower and happy to fill a variety of roles in an early stage startup. Your duties might range from placing candidates to writing product spec to creating an attractive commission scheme for junior recruiters.Imagine: instead of being frustrated at the state of tooling in your company, what if there was a group of talented technologists at your beck and call, working to help you succeed?If you’re looking to be the most important person in your next company, please create a profile and contact us as soon as possible!!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:32.130723,e1ac2bfffaa13cd7,DevOps Engineer @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.As a junior software engineer, you'll be asked to:Implement development tools for testing automationWrite automated testsManage and maintain CI systemSupport the team on technical issues dailyPrioritze and resolve internal issuesMaintain other internal systemsHard Requirements:Solid Linux experienceAWS/Cloud computing experienceExpertise in at least two programming languages (Shell, Perl, PHP, Java, Python, JavaScript, Ruby, Erlang etc.)CI tools experience preferred (Jenkins/Travis)Docker/Kubernetes experience preferredSoft Requirements:Must be able to work independentlyExperience in an agile team is preferred!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:33.892033,aa21609ad495d9ee,data scientist - up to 65k monthly,Randstad,Hong Kong,29 days ago,"Our client is a leading MNC service provider company. They are looking for a data scientist to build enterprise BI solutions and Artificial Intelligence blueprint for APAC customer behavior. You will play a critical role toplan and lead strategic project for business generation and innovation.
"
2017-12-14 09:04:34.017009,417d87caeedbb0b4,"data scientist- sql, r- 50k",Randstad,Hong Kong,29 days ago,"Our client is one of a MNC based in UK, it is famous for a brand name and long history. It is currently looking for a Data Scientist who is familiar with both tools and methods from statistics and machine learning to join to team to help with the extraction and interpretation of data. You will be expecting to join an international team with a very harmonious culture. You will be reporting to the Senior Manager of the team.


Job responsibilities:

Create prototypes for new customer experience features and turn machine-learning outputs into operational data products.
Build and scale up a machine learning platform to use transnational data from users in APAC to provide different Business Units with actionable insights.
Carry out customer data analysis, understand SQL query written by the team and translate business requirements into machine code.
Support the analytic platform development which include business process understanding, documentation, testing and implementation and work with other teams for improvement.
Job requirements:

Bachelor’s degree or higher in Information Technology, Computer Science, Machine Learning, Mathematics, Physics, Statistics or other relevant discipline.
5+ years of relevant experience in data analytics.
Knowledge in PowerBI, statistics modelling and data mining. Experience in utilising analytical tools such as SAS, SQL and R.
Good command of English is a definite advantage, Mandarin is a plus.

To apply on line, please click on the appropriate link. Alternatively, for a confidential discussion please contacts Pearl Ku on + 852 22323477. Only shortlisted candidates will be contacted directly."
2017-12-14 09:04:32.514615,0ef6e9a6b1224552,Software engineer - Senior Mobile iOS Developer,WHub,Hong Kong,7 days ago,"Full time


Hong Kong , Eastern Area, HK


Software engineer


starting date : 2017-12-06


Seekers Capital Group might be able to provide a visa.


Description


The key responsibilities of the team are:

Research and prototyping with newest mobile technology
Development of both reusable software components and libraries as well as consumer facing mobile applications
Setting the standards and best practices
Work in close collaboration with a dynamic team of top technologists, scientists, traders as well as external stakeholders
Key Qualifications

Strong Objective-C/Swift and Cocoa Touch knowledge
Strong CS fundamentals - especially object oriented design
Strong analytical problem solving skills using scientific method and design of experiments
Real passion for learning new technologies
Ability to work in an evolving environment, helping to develop processes and best practices for both company and industry
Excellent written and verbal communication skills, able to communicate complex technical issues to cross-functional teams
Excellent collaborator, able to make a positive contribution in a dynamic team spread around the world
Self motivated, able to work independently, entrepreneurial, excellent time management
Fun loving personality is crucial
Desirable Expertise

Experience in advances iOS frameworks: Core Data, MapKit, Networking, UIKit, CoreAnimation, CoreText, REST APIs
Experience programming for UX
One app in the Apple App Store
Knowledge of mobile web (e.g., HTML, CSS, JavaScript)
Knowledge of Android
Very competitive compensation package including medical insurance plan, discretionary bonuses, 5-days week, startup culture.


Interested candidates, please submit your resume. All information will be treated as strictly confidential.


Salary

Salary range / month : Negotiable


WHubber factors
Startups have different perks to offer to talent. Here is their allocation of 100 points.


Flexible Role and Responsibility


Impact on Society


Compensation


Flexible hours


Flexible Role and Responsability40


Created on: 2017/12/06


about Seekers Capital Group"
2017-12-14 09:04:33.623374,03735afda1e75978,Data Analytics Director,Cogs Agency,Hong Kong,23 days ago,"Them:
"
2017-12-14 09:04:33.759937,76fcc2113267d777,Senior Data Manager (Data Scientist),Bank of China (Hong Kong),Hong Kong,30+ days ago,"Responsibilities:
"
2017-12-14 09:04:34.135128,df8d18ac32df779d,UI/UX Designer @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!We are Terminal 1 , a recruiting technology firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, and data scientists with strong technical skills and a network in their industry.As a UI/UX designer, you mayWork on the whole spectrum of product design tasks , including user research, user testing, wireframing, rapid prototyping, information architecture, and high fidelity mockups.Improve our product iteratively by identifying and fixing issues from business, user, visual, branding, and marketing perspectivesBranding or redesigning product / websiteBuilding visual media assetsWriting copyRefining user flowsBuilding tracked marketing funnelsUser testingDeveloping/vetting new featuresFinding product fitHard Requirements:familiar with modern prototyping and UX toolstools include paper prototypes , Sketch , Adobe Suite , Invision , and HTML/CSS/JS .Soft Requirements:Strong analytical, problem solving, and execution skills.Strong programming background.!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:34.995283,152f84882d60bcd0,Senior Recruiter @ T1,Terminal 1,Hong Kong,10 days ago,"Job Summary!! Apply at: tty1.us/tty1-indeed !!Important : If this is too junior or not the right role for you, but you like what we're doing, please get in touch with us. We can create roles for the right candidate.Most recruiters hate the internal tools they have to use. We know, because we work as contingency recruiters! We’re a group of technologists who thought recruitment was so important that we decided to become headhunters to thoroughly learn the space.If we (technologists) work together with you (recruitment expert), we believe we can build tools that recruiters love to use. Every quarter, we target the area in recruitment that is most painful and manual and help automate it. Through this way of working, we hope to reach ever higher levels of automation and build truly valuable tools for recruiters.About us: We have been working on Terminal 1 for a year and grown to 5 full-time product designers, data scientists, and software engineers. Engineering from SV / companies like LinkedIn and Yandex.We all work on both product and contingent recruitment for clients. We are generally profitable/break-even every quarter.We have a rich client base that grows rapidly (~1-2 new clients per month like clockwork.) Some of them work exclusively with us.We believe it’s time to hire our first pure recruiter to help bring our recruitment to the next level and free some of us to work more on product development.About you: Frustrated by current state of tools for external recruiters. Keen interest in technology, constant source of smart (and practical) ideas on tools that can help you place faster and at higher quality.Proven ability in contingent recruitment, having billings exceeding HK$ 1.6m in any 12 month period. While you're comfortable operating a 360° desk, we usually need more help with candidate flow than clients.Lots of intellectual horsepower and happy to fill a variety of roles in an early stage startup. Your duties might range from placing candidates to writing product spec to creating an attractive commission scheme for junior recruiters.Imagine: instead of being frustrated at the state of tooling in your company, what if there was a group of talented technologists at your beck and call, working to help you succeed?If you’re looking to be the most important person in your next company, please create a profile and contact us as soon as possible!!! Apply at: tty1.us/tty1-indeed !!Job Type: Full-time"
2017-12-14 09:04:35.121714,cd3afd19f8a8b660,Software Engineers,L3 Bioinformatics,Hong Kong,19 days ago,"To participate in R&D; projects on high performance computing technologies for the analysis of ""big"" genomics data Learn More

Requirements:
Bachelor degree in Computer Science or equivalent

Fresh graduates welcomed for junior posts; 3 years’ working experience for senior posts

Experience in multiple programming languages, e.g. C++, Java, Python

Good teamwork and problem solving skills

Willingness to learn new technologies

Prior background in bioinformatics NOT required

Job Description:
To participate in R&D; projects on high performance computing technologies for the analysis of ""big"" genomics data

Monthly Salary:
HK$ 20,000 to 35,000, depending on qualification & experience

L3 is a young company where scientists, engineers, professors, and industrial partners work together to invent and develop the future of computing technologies for bioinformatics.

That said, it is never easy to develop state-of-the-art technology which advances genomics analysis.

We are always on the lookout for biologists who understand the hard problems in genomics analysis. We need experts to design advanced algorithms and to solve these problems. We need engineers who can put together the right computing architecture for the designed solutions. We need designers who can make these solutions easy to use.

And perhaps the hardest of all, we need a team who can work together and change the world."
2017-12-14 09:04:35.274892,7cc1d0d953898abf,Senior Mobile iOS Developer,Seekers Capital,Hong Kong Island,27 days ago,"The key responsibilities of the team are:
Research and prototyping with newest mobile technology
Development of both reusable software components and libraries as well as consumer facing mobile applications
Setting the standards and best practices
Work in close collaboration with a dynamic team of top technologists, scientists, traders as well as external stakeholders
Key Qualifications
Strong Objective-C/Swift and Cocoa Touch knowledge
Strong CS fundamentals - especially object oriented design
Strong analytical problem solving skills using scientific method and design of experiments
Real passion for learning new technologies
Ability to work in an evolving environment, helping to develop processes and best practices for both company and industry
Excellent written and verbal communication skills, able to communicate complex technical issues to cross-functional teams
Excellent collaborator, able to make a positive contribution in a dynamic team spread around the world
Self motivated, able to work independently, entrepreneurial, excellent time management
Fun loving personality is crucial
Desirable Expertise
Experience in advances iOS frameworks: Core Data, MapKit, Networking, UIKit, CoreAnimation, CoreText, REST APIs
Experience programming for UX
One app in the Apple App Store
Knowledge of mobile web (e.g., HTML, CSS, JavaScript)
Knowledge of Android
Very competitive compensation package including medical insurance plan, discretionary bonuses, 5-days week, startup culture.
Interested candidates, please submit your resume. All information will be treated as strictly confidential."
2017-12-14 09:04:35.392627,ef18711bd68cd9fe,Post-doctoral Fellow,The University of Hong Kong 香港大學,"Pok Fu Lam, Hong Kong Island",9 days ago,"Applications are invited for appointment as Post-doctoral Fellow in the Laboratory for Space Research (LSR) and the astrophysics research group of the Department of Physics , to commence as soon as possible, for a period of three years.


The multi-disciplinary LSR focuses on the analysis and interpretation of a wide variety of existing and planned space-based data in the public domain, supplemented by specific missions to which HKU scientists have privileged access. The Department’s existing astrophysics expertise is mainly in studies of late stage stellar evolution, including post-AGB stars and planetary nebulae, and supernova remnants. Expertise here will be very highly regarded.


Applicants should have a Ph.D. degree; ability to demonstrate a strong research track record including refereed publications in top journals; excellent communication and interpersonal skills, and research leadership; capacity to work independently and in a team; and ability to supervise Ph.D. students. Experience with space-astronomy missions in terms of winning time and publishing related papers will be desirable. For enquiries about the existing research activities of the Department and the specific job requirements, please write to Professor Quentin Parker, Associate Director, LSR (fax: (852) 2559 9152 or e-mail: quentinp@hku.hk ).


A highly competitive salary commensurate with qualifications and experience will be offered, in addition to annual leave and medical benefits.


Applicants should send a completed application form, together with an up-to-date C.V., a detailed publication list and a research proposal to Professor Quentin Parker (e-mail: quentinp@hku.hk ). Please indicate clearly the reference number in the subject of the e-mail. Application forms (341/1111) can be downloaded at http://www.hr.hku.hk/apptunit/form-ext.doc . Further particulars can be obtained at http://jobs.hku.hk/ . Closes January 31, 2018 .


The University thanks applicants for their interest, but advises that only candidates shortlisted for interviews will be notified of the application result."
2017-12-14 09:04:35.527106,92ac56e2d148fd5c,Software engineer - Junior DevOps Engineer,WHub,Hong Kong,30+ days ago,"Full time

Hong Kong

Software engineer

starting date : 2017-11-06

Terminal 1 might be able to provide a visa.

Description

We are Terminal 1 , a recruitment firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, data scientists, accountants, and lawyers with strong technical skills and a network in their industry.

Quality Engineer / DevOps / Internal Tools

Responsibilities

As a junior software engineer, you'll be asked to:
Implement development tools for testing automation
Write automated tests
Manage and maintain CI system
Support the team on technical issues daily
Prioritize and resolve internal issues
Maintain other internal systems

There is opportunity to work on different projects based on need and your abilities.

Requirements

To work here, you must:
Have experience with scripting languages like bash, shell or Python
Have experience in Node, HTML, CSS, React, and Express
Have experience with relational databases
Bonus points for experience in testing automation
Be fluent in English
Be able to work independently
Pay attention to details and be able to think outside the box

Salary

Equity part is negotiable.

Salary range / month : HK$ 20k-40k

WHubber factors

Startups have different perks to offer to talent. Here is their allocation of 100 points.

Flexible Role and Responsibility

Impact on Society

Compensation

Flexible hours

Flexible location

Flexible Role and Responsability20

Created on: 2017/11/03

about Terminal 1"
2017-12-14 09:04:36.519533,6f7f250d401855e2,Software engineer - Junior Software Developer,WHub,Hong Kong,30+ days ago,"Full time

Hong Kong

Software engineer

starting date : 2017-11-06

Terminal 1 might be able to provide a visa.

Description

We are Terminal 1, a recruitment firm that hires software builders to both recruit and build automated recruitment tools. Our recruiters are highly skilled software engineers, product designers, data scientists, accountants, and lawyers with strong technical skills and a network in their industry.

HTML5 / NodeJS / React / React Native

Responsibilities

As a junior software engineer, you'll be asked to:
Develop new features
Investigate and resolve issues
Build automated tests to verify resolution of problems
Play with, test and vet new technologies

There is opportunity for career advancement depending on your demonstrated ability and results.

Requirements

To work here, you must:
Know of at least one OOP language (e.g. Java or C++)
Have working knowledge of at least one of the following: NodeJS, HTML5/CSS, Javascript client frameworks
Pay attention to details and be able to think outside the box
Bonus points if you know PHP or Actionscript
Bonus points if you've worked in an agile environment before
Have a good command of English and basic fluency in Cantonese

Salary

Equity part is negotiable.

Salary range / month : HK$ 20k-40k

WHubber factors

Startups have different perks to offer to talent. Here is their allocation of 100 points.

Flexible Role and Responsibility

Impact on Society

Compensation

Flexible hours

Flexible location

Flexible Role and Responsability20

Created on: 2017/11/03

about Terminal 1"
2017-12-14 09:04:36.640929,c2133b39dfdbdc9d,Solution Specialist (Analytics),Pacific Careers,Hong Kong,30+ days ago,"The Job
"
2017-12-14 09:04:36.792868,b8eda78b8a798c16,"Machine Learning Engineer (Fintech), Overseas training, 1M",Ambition,Hong Kong,21 days ago,"Contract Type:
Permanent

Specialisation:
Technology

Salary:
Negotiable

REF:
BBBH215787_1511317977

Bond Sze

Machine Learning Engineer (Fintech), Overseas training, 1M

Location:
Hong Kong, Hong Kong

Contract Type:
Permanent

Specialisation:
Technology

Salary:
Negotiable

REF:
BBBH215787_1511317977

Bond Sze

Email Bond

View Bond's other roles

This is an amazing opportunity to work with top scientists in Machine Learning and apply in real world.
A high-profile Fintech is developing a cutting-edge Machine Learning Technology to change the financial market.
A very attractive package will be provided.

Duties
Building analytical models to work with structured and unstructured data
Identify research findings and scale up to business usage standard
Generate analysis derived from enormous market data

Qualifications
Post-graduate qualifications with strong knowledge in Natural Language Processing
Strong data extraction abilities using Python
Familiar with Big data technologies like Kafka, Hadoop, Elastic Search
Very strong proficiency in Mandarin and English

Interested parties please apply directly, email or call Bond Sze at 3103 4344 for a confidential conversation. Data provided is for recruitment purposes only.

LI-IT"
2017-12-14 09:04:36.921325,dc3cc95a052537f8,"Machine Learning Specialist (Fintech), overseas training",Ambition,Hong Kong,30+ days ago,"Contract Type:
Permanent

Specialisation:
Technology

Salary:
Negotiable

REF:
BBBH215787_1509525287

Bond Sze

Machine Learning Specialist (Fintech), overseas training

Location:
Hong Kong, Hong Kong

Contract Type:
Permanent

Specialisation:
Technology

Salary:
Negotiable

REF:
BBBH215787_1509525287

Bond Sze

Email Bond

View Bond's other roles

This is an amazing opportunity to work with top scientists in Machine Learning and apply in real world.
A high-profile Fintech is developing a cutting-edge Machine Learning Technology to change the financial market.
A very attractive package will be provided.

Duties
Building analytical models to work with structured and unstructured data
Identify research findings and scale up to business usage standard
Generate analysis derived from enormous market data

Qualifications
Post-graduate qualifications with strong knowledge in Natural Language Processing
Strong data extraction abilities using Python
Familiar with Big data technologies like Kafka, Hadoop, Elastic Search
Very strong proficiency in Mandarin and English

Interested parties please apply directly, email or call Bond Sze at 3103 4344 for a confidential conversation. Data provided is for recruitment purposes only.

LI-IT"
